Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
abstract-print-shirt,,,,,,,TRUE,Color,Slate Grey,Size,XL,,,ABST-SLA-XL,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Slate Grey - XL,FALSE,,,,unisex,adult,ABST-SLA-XL,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Slate Grey,Size,2X,,,ABST-SLA-2X,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Slate Grey - 2X,FALSE,,,,unisex,adult,ABST-SLA-2X,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Stone,Size,XS,,,ABST-STO-XS,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Stone - XS,FALSE,,,,unisex,adult,ABST-STO-XS,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Stone,Size,S,,,ABST-STO-S,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Stone - S,FALSE,,,,unisex,adult,ABST-STO-S,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Stone,Size,M,,,ABST-STO-M,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Stone - M,FALSE,,,,unisex,adult,ABST-STO-M,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Stone,Size,L,,,ABST-STO-L,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Stone - L,FALSE,,,,unisex,adult,ABST-STO-L,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Stone,Size,XL,,,ABST-STO-XL,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Stone - XL,FALSE,,,,unisex,adult,ABST-STO-XL,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Stone,Size,2X,,,ABST-STO-2X,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Stone - 2X,FALSE,,,,unisex,adult,ABST-STO-2X,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Mint,Size,XS,,,ABST-MIN-XS,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Mint - XS,FALSE,,,,unisex,adult,ABST-MIN-XS,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Mint,Size,S,,,ABST-MIN-S,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Mint - S,FALSE,,,,unisex,adult,ABST-MIN-S,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Mint,Size,M,,,ABST-MIN-M,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Mint - M,FALSE,,,,unisex,adult,ABST-MIN-M,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Mint,Size,L,,,ABST-MIN-L,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Mint - L,FALSE,,,,unisex,adult,ABST-MIN-L,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Mint,Size,XL,,,ABST-MIN-XL,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Mint - XL,FALSE,,,,unisex,adult,ABST-MIN-XL,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Mint,Size,2X,,,ABST-MIN-2X,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Mint - 2X,FALSE,,,,unisex,adult,ABST-MIN-2X,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,White,Size,XS,,,ABST-WHI-XS,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - White - XS,FALSE,,,,unisex,adult,ABST-WHI-XS,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,White,Size,S,,,ABST-WHI-S,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - White - S,FALSE,,,,unisex,adult,ABST-WHI-S,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,White,Size,M,,,ABST-WHI-M,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - White - M,FALSE,,,,unisex,adult,ABST-WHI-M,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,White,Size,L,,,ABST-WHI-L,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - White - L,FALSE,,,,unisex,adult,ABST-WHI-L,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,White,Size,XL,,,ABST-WHI-XL,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - White - XL,FALSE,,,,unisex,adult,ABST-WHI-XL,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,White,Size,2X,,,ABST-WHI-2X,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - White - 2X,FALSE,,,,unisex,adult,ABST-WHI-2X,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Lilac,Size,XS,,,ABST-LIL-XS,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Lilac - XS,FALSE,,,,unisex,adult,ABST-LIL-XS,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Lilac,Size,S,,,ABST-LIL-S,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Lilac - S,FALSE,,,,unisex,adult,ABST-LIL-S,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Lilac,Size,M,,,ABST-LIL-M,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Lilac - M,FALSE,,,,unisex,adult,ABST-LIL-M,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Lilac,Size,L,,,ABST-LIL-L,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Lilac - L,FALSE,,,,unisex,adult,ABST-LIL-L,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Lilac,Size,XL,,,ABST-LIL-XL,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Lilac - XL,FALSE,,,,unisex,adult,ABST-LIL-XL,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
abstract-print-shirt,,,,,,,TRUE,Color,Lilac,Size,2X,,,ABST-LIL-2X,450,shopify,50,deny,manual,99.00,129.00,TRUE,TRUE,,Rectangle 8.png,5,Abstract Print Shirt - Lilac - 2X,FALSE,,,,unisex,adult,ABST-LIL-2X,,,new,FALSE,2026,Shirts,,,,Rectangle 8.png,g,,39.6,active
basic-slim-fit-t-shirt,Basic Slim Fit T-Shirt,"<p>Tailored slim-fit crewneck t-shirt cut from heavyweight 260 GSM combed organic cotton. Features clean double-needle stitched cuffs and collar, delivering a refined minimalist drape and all-day comfort engineered for the 2026 wardrobe.</p>",XIV,Apparel & Accessories > Clothing > Shirts & Tops > T-Shirts,T-Shirts,"T-Shirts, Cotton T Shirt, Men, Essentials, Summer 2026, Best Sellers",TRUE,Color,Off-White,Size,XS,,,BASI-OFF-XS,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3.png,1,Basic Slim Fit T-Shirt - Off-White - XS,FALSE,Basic Slim Fit T-Shirt | XIV 2026 Collection,Shop the Basic Slim Fit T-Shirt from XIV Summer 2026. Premium organic fabric and relaxed tailoring.,,unisex,adult,BASI-OFF-XS,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3.png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Off-White,Size,S,,,BASI-OFF-S,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Off-White - S,FALSE,,,,unisex,adult,BASI-OFF-S,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Off-White,Size,M,,,BASI-OFF-M,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Off-White - M,FALSE,,,,unisex,adult,BASI-OFF-M,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Off-White,Size,L,,,BASI-OFF-L,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Off-White - L,FALSE,,,,unisex,adult,BASI-OFF-L,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Off-White,Size,XL,,,BASI-OFF-XL,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Off-White - XL,FALSE,,,,unisex,adult,BASI-OFF-XL,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Off-White,Size,2X,,,BASI-OFF-2X,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Off-White - 2X,FALSE,,,,unisex,adult,BASI-OFF-2X,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Black,Size,XS,,,BASI-BLA-XS,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Black - XS,FALSE,,,,unisex,adult,BASI-BLA-XS,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Black,Size,S,,,BASI-BLA-S,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Black - S,FALSE,,,,unisex,adult,BASI-BLA-S,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Black,Size,M,,,BASI-BLA-M,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Black - M,FALSE,,,,unisex,adult,BASI-BLA-M,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Black,Size,L,,,BASI-BLA-L,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Black - L,FALSE,,,,unisex,adult,BASI-BLA-L,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Black,Size,XL,,,BASI-BLA-XL,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Black - XL,FALSE,,,,unisex,adult,BASI-BLA-XL,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Black,Size,2X,,,BASI-BLA-2X,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Black - 2X,FALSE,,,,unisex,adult,BASI-BLA-2X,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Slate Grey,Size,XS,,,BASI-SLA-XS,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Slate Grey - XS,FALSE,,,,unisex,adult,BASI-SLA-XS,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Slate Grey,Size,S,,,BASI-SLA-S,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Slate Grey - S,FALSE,,,,unisex,adult,BASI-SLA-S,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Slate Grey,Size,M,,,BASI-SLA-M,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Slate Grey - M,FALSE,,,,unisex,adult,BASI-SLA-M,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Slate Grey,Size,L,,,BASI-SLA-L,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Slate Grey - L,FALSE,,,,unisex,adult,BASI-SLA-L,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Slate Grey,Size,XL,,,BASI-SLA-XL,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Slate Grey - XL,FALSE,,,,unisex,adult,BASI-SLA-XL,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Slate Grey,Size,2X,,,BASI-SLA-2X,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Slate Grey - 2X,FALSE,,,,unisex,adult,BASI-SLA-2X,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Mint,Size,XS,,,BASI-MIN-XS,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Mint - XS,FALSE,,,,unisex,adult,BASI-MIN-XS,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Mint,Size,S,,,BASI-MIN-S,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Mint - S,FALSE,,,,unisex,adult,BASI-MIN-S,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Mint,Size,M,,,BASI-MIN-M,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Mint - M,FALSE,,,,unisex,adult,BASI-MIN-M,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Mint,Size,L,,,BASI-MIN-L,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Mint - L,FALSE,,,,unisex,adult,BASI-MIN-L,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Mint,Size,XL,,,BASI-MIN-XL,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Mint - XL,FALSE,,,,unisex,adult,BASI-MIN-XL,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Mint,Size,2X,,,BASI-MIN-2X,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Mint - 2X,FALSE,,,,unisex,adult,BASI-MIN-2X,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Pale Lilac,Size,XS,,,BASI-PAL-XS,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Pale Lilac - XS,FALSE,,,,unisex,adult,BASI-PAL-XS,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Pale Lilac,Size,S,,,BASI-PAL-S,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Pale Lilac - S,FALSE,,,,unisex,adult,BASI-PAL-S,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Pale Lilac,Size,M,,,BASI-PAL-M,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Pale Lilac - M,FALSE,,,,unisex,adult,BASI-PAL-M,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Pale Lilac,Size,L,,,BASI-PAL-L,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Pale Lilac - L,FALSE,,,,unisex,adult,BASI-PAL-L,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Pale Lilac,Size,XL,,,BASI-PAL-XL,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Pale Lilac - XL,FALSE,,,,unisex,adult,BASI-PAL-XL,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-slim-fit-t-shirt,,,,,,,TRUE,Color,Pale Lilac,Size,2X,,,BASI-PAL-2X,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (6).png,2,Basic Slim Fit T-Shirt - Pale Lilac - 2X,FALSE,,,,unisex,adult,BASI-PAL-2X,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (6).png,g,,79.6,active
basic-heavy-weight-t-shirt,Basic Heavy Weight T-Shirt,<p>Premium 320 GSM heavyweight combed cotton crewneck t-shirt featuring a subtle ribbed waffle knit texture and structured boxy drape. Engineered with dropped shoulders and a reinforced collar to retain its clean architectural silhouette wear after wear.</p>,XIV,Apparel & Accessories > Clothing > Shirts & Tops > T-Shirts,T-Shirts,"T-Shirts, Crewneck T-Shirt, Heavyweight, Summer 2026, Men, Best Sellers",TRUE,Color,Black Waffle,Size,XS,,,BASI-BLA-XS,450,shopify,50,deny,manual,199.00,,TRUE,TRUE,,Rectangle 3 (1).png,1,Basic Heavy Weight T-Shirt - Black Waffle - XS,FALSE,Basic Heavy Weight T-Shirt | XIV 2026 Collection,Shop the Basic Heavy Weight T-Shirt from XIV Summer 2026. Premium organic fabric and relaxed tailoring.,,unisex,adult,BASI-BLA-XS,,,new,FALSE,2026,T-Shirts,,,,Rectangle 3 (1).png,g,,79.6,active
